ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
SMC6	structural maintenance of chromosomes 6(SMC6)	Homo sapiens			Cell division and chromosome partitioning,	GO:0000722~telomere maintenance via recombination,GO:0000724~double-strand break repair via homologous recombination,GO:0006974~cellular response to DNA damage stimulus,GO:0016925~protein sumoylation,GO:0051984~positive regulation of chromosome segregation,GO:0071139~resolution of recombination intermediates,GO:0090398~cellular senescence,	GO:0000781~chromosome, telomeric region,GO:0000803~sex chromosome,GO:0005622~intracellular,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0016605~PML body,GO:0016607~nuclear speck,GO:0030915~Smc5-Smc6 complex,GO:0035061~interchromatin granule,GO:0035861~site of double-strand break,	GO:0005515~protein binding,GO:0005524~ATP binding,GO:0031625~ubiquitin protein ligase binding,	IPR003395:RecF/RecN/SMC,IPR027132:Structural maintenance of chromosomes protein 6,IPR027417:P-loop containing nucleoside triphosphate hydrolase,					Alternative splicing,ATP-binding,Chromosome,Coiled coil,Complete proteome,DNA damage,DNA recombination,DNA repair,Nucleotide-binding,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Telomere,Ubl conjugation,	chain:Structural maintenance of chromosomes protein 6,compositionally biased region:Ala/Asp-rich (DA-box),modified residue,nucleotide phosphate-binding region:ATP,region of interest:Flexible hinge,sequence conflict,sequence variant,splice variant,
SULF1	sulfatase 1(SULF1)	Homo sapiens				GO:0001822~kidney development,GO:0001937~negative regulation of endothelial cell proliferation,GO:0002063~chondrocyte development,GO:0003094~glomerular filtration,GO:0006915~apoptotic process,GO:0008152~metabolic process,GO:0010575~positive regulation of vascular endothelial growth factor production,GO:0014846~esophagus smooth muscle contraction,GO:0016525~negative regulation of angiogenesis,GO:0030177~positive regulation of Wnt signaling pathway,GO:0030201~heparan sulfate proteoglycan metabolic process,GO:0030336~negative regulation of cell migration,GO:0030513~positive regulation of BMP signaling pathway,GO:0032836~glomerular basement membrane development,GO:0035860~glial cell-derived neurotrophic factor receptor signaling pathway,GO:0040036~regulation of fibroblast growth factor receptor signaling pathway,GO:0040037~negative regulation of fibroblast growth factor receptor signaling pathway,GO:0048010~vascular endothelial growth factor receptor signaling pathway,GO:0048706~embryonic skeletal system development,GO:0051216~cartilage development,GO:0060348~bone development,GO:0060384~innervation,GO:0060686~negative regulation of prostatic bud formation,	GO:0005615~extracellular space,GO:0005783~endoplasmic reticulum,GO:0005794~Golgi apparatus,GO:0005795~Golgi stack,GO:0005886~plasma membrane,GO:0009986~cell surface,GO:0045121~membrane raft,	GO:0003824~catalytic activity,GO:0004065~arylsulfatase activity,GO:0005509~calcium ion binding,GO:0008449~N-acetylglucosamine-6-sulfatase activity,GO:0008484~sulfuric ester hydrolase activity,	IPR000917:Sulfatase,IPR014615:Extracellular sulfatase,IPR017849:Alkaline phosphatase-like, alpha/beta/alpha,IPR017850:Alkaline-phosphatase-like, core domain,IPR024607:Sulfatase, conserved site,IPR024609:Extracellular sulfatase, C-terminal,			PIRSF036665:extracellular sulfatase,		Apoptosis,Calcium,Coiled coil,Complete proteome,Endoplasmic reticulum,Glycoprotein,Golgi apparatus,Hydrolase,Metal-binding,Proteomics identification,Reference proteome,Signal,	chain:Extracellular sulfatase Sulf-1,glycosylation site:N-linked (GlcNAc...),metal ion-binding site:Calcium,metal ion-binding site:Calcium; via 3-oxoalanine,modified residue,mutagenesis site,sequence conflict,signal peptide,
SYCP1	synaptonemal complex protein 1(SYCP1)	Homo sapiens				GO:0000711~meiotic DNA repair synthesis,GO:0007129~synapsis,GO:0007130~synaptonemal complex assembly,GO:0007131~reciprocal meiotic recombination,GO:0007283~spermatogenesis,GO:0032880~regulation of protein localization,GO:0035092~sperm chromatin condensation,GO:0051026~chiasma assembly,GO:0051301~cell division,GO:0051878~lateral element assembly,	GO:0000775~chromosome, centromeric region,GO:0000795~synaptonemal complex,GO:0000801~central element,GO:0000802~transverse filament,GO:0001673~male germ cell nucleus,	GO:0003677~DNA binding,	IPR008827:Synaptonemal complex 1,IPR024835:Synaptonemal complex protein 2/protein 2-like,					3D-structure,Cell cycle,Cell division,Centromere,Chromosome,Coiled coil,Complete proteome,DNA-binding,Isopeptide bond,Meiosis,Nucleus,Polymorphism,Proteomics identification,Reference proteome,	chain:Synaptonemal complex protein 1,compositionally biased region:Arg/Lys-rich (basic),compositionally biased region:Asp/Glu-rich (acidic),cross-link:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin),modified residue,sequence conflict,sequence variant,short sequence motif:Nuclear localization signal,
SYCP2	synaptonemal complex protein 2(SYCP2)	Homo sapiens				GO:0007130~synaptonemal complex assembly,GO:0007140~male meiosis,GO:0007143~female meiotic division,GO:0009566~fertilization,GO:0043066~negative regulation of apoptotic process,GO:0048808~male genitalia morphogenesis,GO:0051301~cell division,	GO:0000795~synaptonemal complex,GO:0000800~lateral element,GO:0005634~nucleus,	GO:0003677~DNA binding,GO:0046982~protein heterodimerization activity,	IPR024832:Synaptonemal complex protein 2,IPR024835:Synaptonemal complex protein 2/protein 2-like,					Cell cycle,Cell division,Chromosome,Complete proteome,DNA-binding,Meiosis,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,	chain:Synaptonemal complex protein 2,compositionally biased region:Poly-Ser,sequence conflict,sequence variant,
TET2	tet methylcytosine dioxygenase 2(TET2)	Homo sapiens				GO:0001822~kidney development,GO:0002318~myeloid progenitor cell differentiation,GO:0006211~5-methylcytosine catabolic process,GO:0006493~protein O-linked glycosylation,GO:0007049~cell cycle,GO:0009791~post-embryonic development,GO:0014070~response to organic cyclic compound,GO:0019511~peptidyl-proline hydroxylation,GO:0019857~5-methylcytosine metabolic process,GO:0019858~cytosine metabolic process,GO:0020027~hemoglobin metabolic process,GO:0030099~myeloid cell differentiation,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0048536~spleen development,GO:0061484~hematopoietic stem cell homeostasis,GO:0070989~oxidative demethylation,GO:0072576~liver morphogenesis,GO:0080111~DNA demethylation,GO:0080182~histone H3-K4 trimethylation,	GO:0005634~nucleus,	GO:0000907~sulfonate dioxygenase activity,GO:0003677~DNA binding,GO:0005515~protein binding,GO:0008198~ferrous iron binding,GO:0008270~zinc ion binding,GO:0018602~2,4-dichlorophenoxyacetate alpha-ketoglutarate dioxygenase activity,GO:0019798~procollagen-proline dioxygenase activity,GO:0034792~hypophosphite dioxygenase activity,GO:0043734~DNA-N1-methyladenine dioxygenase activity,GO:0052634~C-19 gibberellin 2-beta-dioxygenase activity,GO:0052635~C-20 gibberellin 2-beta-dioxygenase activity,GO:0070579~methylcytosine dioxygenase activity,	IPR024779:2OGFeDO domain, nucleic acid-modifying type,		614286~Myelodysplastic syndrome, somatic,		SM01333:SM01333,	3D-structure,Alternative splicing,Cell cycle,Chromatin regulator,Complete proteome,Dioxygenase,DNA-binding,Glycoprotein,Iron,Metal-binding,Methylation,Oxidoreductase,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Tumor suppressor,Zinc,	binding site:2-oxoglutarate,chain:Probable methylcytosine dioxygenase TET2,compositionally biased region:Gln-rich,compositionally biased region:Pro-rich,metal ion-binding site:Iron; catalytic,modified residue,sequence conflict,sequence variant,splice variant,
TRIP12	thyroid hormone receptor interactor 12(TRIP12)	Homo sapiens				GO:0000209~protein polyubiquitination,GO:0006281~DNA repair,GO:0006974~cellular response to DNA damage stimulus,GO:0009790~embryo development,GO:0042787~protein ubiquitination involved in ubiquitin-dependent protein catabolic process,GO:1901315~negative regulation of histone H2A K63-linked ubiquitination,GO:2000780~negative regulation of double-strand break repair,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005829~cytosol,	GO:0004842~ubiquitin-protein transferase activity,GO:0005515~protein binding,GO:0016874~ligase activity,GO:0046966~thyroid hormone receptor binding,	IPR000569:HECT,IPR004170:WWE domain,IPR011989:Armadillo-like helical,IPR016024:Armadillo-type fold,	hsa04120:Ubiquitin mediated proteolysis,			SM00119:HECTc,	Acetylation,Alternative splicing,Complete proteome,DNA damage,DNA repair,Nucleus,Phosphoprotein,Proteomics identification,Receptor,Reference proteome,Transferase,Ubl conjugation pathway,	active site:Glycyl thioester intermediate,chain:Probable E3 ubiquitin-protein ligase TRIP12,domain:HECT,domain:WWE,modified residue,region of interest:K-box,sequence conflict,
TCEB3	transcription elongation factor B subunit 3(TCEB3)	Homo sapiens				GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0006357~regulation of transcription from RNA polymerase II promoter,GO:0006366~transcription from RNA polymerase II promoter,GO:0006368~transcription elongation from RNA polymerase II promoter,	GO:0005615~extracellular space,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0016021~integral component of membrane,GO:0070449~elongin complex,	GO:0003677~DNA binding,GO:0003746~translation elongation factor activity,GO:0005515~protein binding,	IPR001810:F-box domain, cyclin-like,IPR003617:Transcription elongation factor, TFIIS/CRSP70, N-terminal, sub-type,IPR010684:RNA polymerase II transcription factor SIII, subunit A,IPR017923:Transcription factor IIS, N-terminal,				SM00509:TFS2N,	3D-structure,Acetylation,Complete proteome,Elongation factor,Nucleus,Phosphoprotein,Polymorphism,Protein biosynthesis,Proteomics identification,Reference proteome,Transcription,Transcription regulation,	chain:Transcription elongation factor B polypeptide 3,domain:F-box,domain:TFIIS N-terminal,modified residue,region of interest:Activation domain,region of interest:Interacting with Elongin BC complex,sequence variant,
TCF7L2	transcription factor 7 like 2(TCF7L2)	Homo sapiens				GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0001568~blood vessel development,GO:0006351~transcription, DNA-templated,GO:0006357~regulation of transcription from RNA polymerase II promoter,GO:0007050~cell cycle arrest,GO:0007223~Wnt signaling pathway, calcium modulating pathway,GO:0008283~cell proliferation,GO:0009749~response to glucose,GO:0010909~positive regulation of heparan sulfate proteoglycan biosynthetic process,GO:0016055~Wnt signaling pathway,GO:0031016~pancreas development,GO:0032024~positive regulation of insulin secretion,GO:0032092~positive regulation of protein binding,GO:0032350~regulation of hormone metabolic process,GO:0042593~glucose homeostasis,GO:0043433~negative regulation of sequence-specific DNA binding transcription factor activity,GO:0043570~maintenance of DNA repeat elements,GO:0044334~canonical Wnt signaling pathway involved in positive regulation of epithelial to mesenchymal transition,GO:0045444~fat cell differentiation,GO:0045892~negative regulation of transcription, DNA-templated,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0046827~positive regulation of protein export from nucleus,GO:0048625~myoblast fate commitment,GO:0048660~regulation of smooth muscle cell proliferation,GO:0051897~positive regulation of protein kinase B signaling,GO:0060070~canonical Wnt signaling pathway,GO:0090090~negative regulation of canonical Wnt signaling pathway,GO:1904837~beta-catenin-TCF complex assembly,GO:2000675~negative regulation of type B pancreatic cell apoptotic process,GO:2001237~negative regulation of extrinsic apoptotic signaling pathway,	GO:0000790~nuclear chromatin,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0016605~PML body,GO:0032993~protein-DNA complex,GO:0070369~beta-catenin-TCF7L2 complex,	GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding,GO:0001103~RNA polymerase II repressing transcription factor binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0005515~protein binding,GO:0008013~beta-catenin binding,GO:0008134~transcription factor binding,GO:0019901~protein kinase binding,GO:0035257~nuclear hormone receptor binding,GO:0043565~sequence-specific DNA binding,GO:0044212~transcription regulatory region DNA binding,GO:0045295~gamma-catenin binding,GO:0070016~armadillo repeat domain binding,	IPR009071:High mobility group (HMG) box domain,IPR013558:CTNNB1 binding, N-teminal,IPR024940:Transcription factor TCF/LEF,IPR027397:Catenin binding domain,	hsa04310:Wnt signaling pathway,hsa04390:Hippo signaling pathway,hsa04520:Adherens junction,hsa04916:Melanogenesis,hsa05200:Pathways in cancer,hsa05210:Colorectal cancer,hsa05213:Endometrial cancer,hsa05215:Prostate cancer,hsa05216:Thyroid cancer,hsa05217:Basal cell carcinoma,hsa05221:Acute myeloid leukemia,hsa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC),	125853~Diabetes mellitus, type 2, susceptibility to,		SM00398:HMG,	3D-structure,Activator,Alternative splicing,Complete proteome,Diabetes mellitus,DNA-binding,Isopeptide bond,Nucleus,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repressor,Transcription,Transcription regulation,Ubl conjugation,Wnt signaling pathway,	chain:Transcription factor 7-like 2,compositionally biased region:Pro-rich,cross-link:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO),DNA-binding region:HMG box,helix,mutagenesis site,region of interest:CTNNB1-binding,region of interest:Promoter-specific activation domain,sequence conflict,sequence variant,short sequence motif:Nuclear localization signal,splice variant,
TFE3	transcription factor binding to IGHM enhancer 3(TFE3)	Homo sapiens				GO:0002250~adaptive immune response,GO:0006351~transcription, DNA-templated,GO:0006959~humoral immune response,GO:0045670~regulation of osteoclast differentiation,GO:0045785~positive regulation of cell adhesion,GO:0045893~positive regulation of transcription, DNA-templated,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,	GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding,GO:0001077~transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0044212~transcription regulatory region DNA binding,GO:0046983~protein dimerization activity,	IPR011598:Myc-type, basic helix-loop-helix (bHLH) domain,IPR021802:Basic helix-loop-helix leucine zipper transcrition factor MiT/TFE,IPR024100:Transcription factor E3,	hsa05202:Transcriptional misregulation in cancer,	300854~Renal cell carcinoma, papillary, 1,		SM00353:HLH,	Activator,Adaptive immunity,Alternative splicing,Chromosomal rearrangement,Coiled coil,Complete proteome,DNA-binding,Immunity,Methylation,Nucleus,Phosphoprotein,Polymorphism,Proto-oncogene,Reference proteome,Transcription,Transcription regulation,Ubl conjugation,	chain:Transcription factor E3,DNA-binding region:Basic motif,domain:Helix-loop-helix motif,domain:Leucine-zipper,modified residue,region of interest:Strong transcription activation domain,sequence conflict,sequence variant,site:Breakpoint for translocation to form ASPSCR1-TFE3 oncogene,site:Breakpoint for translocation to form NONO-TFE3, PSF-TFE3 and ASPSCR1-TFE3 oncogenes,site:Breakpoint for translocation to form PRCC-TFE3 oncogene,
TGFBR2	transforming growth factor beta receptor 2(TGFBR2)	Homo sapiens		h_alkPathway:ALK in cardiac myocytes,h_ctcfPathway:CTCF: First Multivalent Nuclear Factor,h_nthiPathway:NFkB activation by Nontypeable Hemophilus influenzae,h_tgfbPathway:TGF beta signaling pathway,h_tob1Pathway:Role of Tob in T-cell activation,		GO:0001568~blood vessel development,GO:0001569~patterning of blood vessels,GO:0001570~vasculogenesis,GO:0001666~response to hypoxia,GO:0001701~in utero embryonic development,GO:0001947~heart looping,GO:0002053~positive regulation of mesenchymal cell proliferation,GO:0002088~lens development in camera-type eye,GO:0002651~positive regulation of tolerance induction to self antigen,GO:0002663~positive regulation of B cell tolerance induction,GO:0002666~positive regulation of T cell tolerance induction,GO:0003148~outflow tract septum morphogenesis,GO:0003149~membranous septum morphogenesis,GO:0003151~outflow tract morphogenesis,GO:0003181~atrioventricular valve morphogenesis,GO:0003186~tricuspid valve morphogenesis,GO:0003214~cardiac left ventricle morphogenesis,GO:0003274~endocardial cushion fusion,GO:0003430~growth plate cartilage chondrocyte growth,GO:0006468~protein phosphorylation,GO:0006898~receptor-mediated endocytosis,GO:0006915~apoptotic process,GO:0007179~transforming growth factor beta receptor signaling pathway,GO:0007182~common-partner SMAD protein phosphorylation,GO:0007219~Notch signaling pathway,GO:0007224~smoothened signaling pathway,GO:0007369~gastrulation,GO:0007420~brain development,GO:0007507~heart development,GO:0007566~embryo implantation,GO:0007568~aging,GO:0007584~response to nutrient,GO:0008284~positive regulation of cell proliferation,GO:0009612~response to mechanical stimulus,GO:0009749~response to glucose,GO:0010468~regulation of gene expression,GO:0010634~positive regulation of epithelial cell migration,GO:0010718~positive regulation of epithelial to mesenchymal transition,GO:0018105~peptidyl-serine phosphorylation,GO:0018107~peptidyl-threonine phosphorylation,GO:0023014~signal transduction by protein phosphorylation,GO:0030154~cell differentiation,GO:0030512~negative regulation of transforming growth factor beta receptor signaling pathway,GO:0031100~organ regeneration,GO:0032147~activation of protein kinase activity,GO:0035162~embryonic hemopoiesis,GO:0040008~regulation of growth,GO:0042060~wound healing,GO:0042127~regulation of cell proliferation,GO:0042493~response to drug,GO:0043011~myeloid dendritic cell differentiation,GO:0043415~positive regulation of skeletal muscle tissue regeneration,GO:0043627~response to estrogen,GO:0045766~positive regulation of angiogenesis,GO:0048545~response to steroid hormone,GO:0048565~digestive tract development,GO:0048661~positive regulation of smooth muscle cell proliferation,GO:0048701~embryonic cranial skeleton morphogenesis,GO:0051138~positive regulation of NK T cell differentiation,GO:0060021~palate development,GO:0060044~negative regulation of cardiac muscle cell proliferation,GO:0060389~pathway-restricted SMAD protein phosphorylation,GO:0060412~ventricular septum morphogenesis,GO:0060434~bronchus morphogenesis,GO:0060440~trachea formation,GO:0060443~mammary gland morphogenesis,GO:0060463~lung lobe morphogenesis,GO:0070723~response to cholesterol,GO:1905007~positive regulation of epithelial to mesenchymal transition involved in endocardial cushion formation,GO:1990086~lens fiber cell apoptotic process,GO:2000379~positive regulation of reactive oxygen species metabolic process,	GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0005901~caveola,GO:0009897~external side of plasma membrane,GO:0016021~integral component of membrane,GO:0043235~receptor complex,GO:0045121~membrane raft,GO:0070022~transforming growth factor beta receptor homodimeric complex,	GO:0004675~transmembrane receptor protein serine/threonine kinase activity,GO:0004702~receptor signaling protein serine/threonine kinase activity,GO:0005024~transforming growth factor beta-activated receptor activity,GO:0005026~transforming growth factor beta receptor activity, type II,GO:0005515~protein binding,GO:0005524~ATP binding,GO:0005539~glycosaminoglycan binding,GO:0031435~mitogen-activated protein kinase kinase kinase binding,GO:0034713~type I transforming growth factor beta receptor binding,GO:0034714~type III transforming growth factor beta receptor binding,GO:0046332~SMAD binding,GO:0046872~metal ion binding,GO:0050431~transforming growth factor beta binding,	IPR000333:Activin type II/Transforming growth factor-beta II receptor,IPR000719:Protein kinase, catalytic domain,IPR001245:Serine-threonine/tyrosine-protein kinase catalytic domain,IPR008271:Serine/threonine-protein kinase, active site,IPR011009:Protein kinase-like domain,IPR015013:Transforming growth factor beta receptor 2 ectodomain,IPR017194:Transforming growth factor-beta receptor, type II,IPR017441:Protein kinase, ATP binding site,	hsa04010:MAPK signaling pathway,hsa04060:Cytokine-cytokine receptor interaction,hsa04068:FoxO signaling pathway,hsa04144:Endocytosis,hsa04350:TGF-beta signaling pathway,hsa04380:Osteoclast differentiation,hsa04390:Hippo signaling pathway,hsa04520:Adherens junction,hsa05142:Chagas disease (American trypanosomiasis),hsa05166:HTLV-I infection,hsa05200:Pathways in cancer,hsa05202:Transcriptional misregulation in cancer,hsa05210:Colorectal cancer,hsa05212:Pancreatic cancer,hsa05220:Chronic myeloid leukemia,	133239~Esophageal cancer, somatic,610168~Loeys-Dietz syndrome 2,614331~Colorectal cancer, hereditary nonpolyposis, type 6,	PIRSF037393:transforming growth factor-beta receptor, type II,	SM00220:S_TKc,	3D-structure,Alternative splicing,Aortic aneurysm,Apoptosis,ATP-binding,Cell membrane,Complete proteome,Differentiation,Direct protein sequencing,Disease mutation,Disulfide bond,Glycoprotein,Growth regulation,Hereditary nonpolyposis colorectal cancer,Kinase,Magnesium,Manganese,Membrane,Metal-binding,Nucleotide-binding,Phosphoprotein,Polymorphism,Receptor,Reference proteome,Serine/threonine-protein kinase,Signal,Transferase,Transmembrane,Transmembrane helix,	active site:Proton acceptor,binding site:ATP,chain:TGF-beta receptor type-2,disulfide bond,domain:Protein kinase,glycosylation site:N-linked (GlcNAc...),helix,modified residue,mutagenesis site,nucleotide phosphate-binding region:ATP,sequence conflict,sequence variant,signal peptide,splice variant,strand,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,turn,
TMBIM4	transmembrane BAX inhibitor motif containing 4(TMBIM4)	Homo sapiens				GO:0006915~apoptotic process,GO:0043066~negative regulation of apoptotic process,GO:0050848~regulation of calcium-mediated signaling,	GO:0000139~Golgi membrane,GO:0005795~Golgi stack,GO:0016021~integral component of membrane,	GO:0005515~protein binding,	IPR006214:Bax inhibitor 1-related,					Apoptosis,Complete proteome,Golgi apparatus,Membrane,Polymorphism,Reference proteome,Transmembrane,Transmembrane helix,	chain:Transmembrane BAX inhibitor motif- containing protein 4,sequence variant,transmembrane region,
TNRC6B	trinucleotide repeat containing 6B(TNRC6B)	Homo sapiens				GO:0007223~Wnt signaling pathway, calcium modulating pathway,GO:0031047~gene silencing by RNA,GO:0035194~posttranscriptional gene silencing by RNA,GO:0035278~miRNA mediated inhibition of translation,GO:0048015~phosphatidylinositol-mediated signaling,GO:0060213~positive regulation of nuclear-transcribed mRNA poly(A) tail shortening,GO:1900153~positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay,	GO:0000932~cytoplasmic mRNA processing body,GO:0005829~cytosol,	GO:0000166~nucleotide binding,GO:0005515~protein binding,GO:0044822~poly(A) RNA binding,	IPR012677:Nucleotide-binding, alpha-beta plait,IPR019486:Argonaute hook domain,					Alternative splicing,Coiled coil,Complete proteome,Cytoplasm,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,RNA-binding,RNA-mediated gene silencing,Translation regulation,	chain:Trinucleotide repeat-containing gene 6B protein,compositionally biased region:Gln-rich,compositionally biased region:Pro-rich,domain:RRM,modified residue,sequence conflict,sequence variant,splice variant,
TRIM17	tripartite motif containing 17(TRIM17)	Homo sapiens				GO:0006914~autophagy,GO:0032880~regulation of protein localization,GO:0051865~protein autoubiquitination,	GO:0005622~intracellular,	GO:0004842~ubiquitin-protein transferase activity,GO:0005515~protein binding,GO:0008270~zinc ion binding,GO:0016874~ligase activity,GO:0030674~protein binding, bridging,GO:0046872~metal ion binding,	IPR000315:Zinc finger, B-box,IPR001841:Zinc finger, RING-type,IPR001870:B30.2/SPRY domain,IPR003877:SPla/RYanodine receptor SPRY,IPR003879:Butyrophylin-like,IPR006574:SPRY-associated,IPR013083:Zinc finger, RING/FYVE/PHD-type,IPR013320:Concanavalin A-like lectin/glucanase, subgroup,IPR017907:Zinc finger, RING-type, conserved site,IPR027370:RING-type zinc-finger, LisH dimerisation motif,				SM00184:RING,SM00336:BBOX,SM00449:SPRY,SM00589:PRY,	Alternative splicing,Coiled coil,Complete proteome,Ligase,Metal-binding,Proteomics identification,Reference proteome,Ubl conjugation,Ubl conjugation pathway,Zinc,Zinc-finger,	chain:E3 ubiquitin-protein ligase TRIM17,domain:B30.2/SPRY,zinc finger region:B box-type,zinc finger region:RING-type,
TSC2	tuberous sclerosis 2(TSC2)	Homo sapiens		h_mtorPathway:mTOR Signaling Pathway,h_vdrPathway:Control of Gene Expression by Vitamin D Receptor,		GO:0001843~neural tube closure,GO:0006469~negative regulation of protein kinase activity,GO:0006606~protein import into nucleus,GO:0006897~endocytosis,GO:0007050~cell cycle arrest,GO:0007507~heart development,GO:0008104~protein localization,GO:0008285~negative regulation of cell proliferation,GO:0014067~negative regulation of phosphatidylinositol 3-kinase signaling,GO:0016032~viral process,GO:0016192~vesicle-mediated transport,GO:0030100~regulation of endocytosis,GO:0030178~negative regulation of Wnt signaling pathway,GO:0032007~negative regulation of TOR signaling,GO:0043491~protein kinase B signaling,GO:0043547~positive regulation of GTPase activity,GO:0046626~regulation of insulin receptor signaling pathway,GO:0046627~negative regulation of insulin receptor signaling pathway,GO:0048009~insulin-like growth factor receptor signaling pathway,GO:0050918~positive chemotaxis,GO:0051056~regulation of small GTPase mediated signal transduction,GO:0051726~regulation of cell cycle,GO:0051898~negative regulation of protein kinase B signaling,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005764~lysosome,GO:0005794~Golgi apparatus,GO:0005829~cytosol,GO:0016020~membrane,GO:0033596~TSC1-TSC2 complex,GO:0048471~perinuclear region of cytoplasm,	GO:0005096~GTPase activator activity,GO:0005515~protein binding,GO:0019902~phosphatase binding,GO:0031267~small GTPase binding,GO:0042803~protein homodimerization activity,	IPR000331:Rap GTPase activating proteins domain,IPR003913:Tuberin,IPR011989:Armadillo-like helical,IPR016024:Armadillo-type fold,IPR018515:Tuberin-type domain,IPR024584:Tuberin, N-terminal,	hsa04115:p53 signaling pathway,hsa04150:mTOR signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04152:AMPK signaling pathway,hsa04910:Insulin signaling pathway,hsa04919:Thyroid hormone signaling pathway,hsa05231:Choline metabolism in cancer,	606690~Lymphangioleiomyomatosis, somatic,613254~Tuberous sclerosis-2,			Alternative splicing,Complete proteome,Cytoplasm,Disease mutation,GTPase activation,Host-virus interaction,Membrane,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Tumor suppressor,Ubl conjugation,	chain:Tuberin,domain:Rap-GAP,modified residue,mutagenesis site,region of interest:Required for interaction with TSC1,sequence conflict,sequence variant,splice variant,
